Category,Description,Data.Carbohydrate,Data.Kilocalories,Data.Protein,Data.Fat.Total Lipid
COCOA MIX,"COCOA MIX,PDR,PREP W/ H2O",11.54,55,0.92,0.55
COCOA MIX,"COCOA MIX,NESTLE,HOT COCOA MIX RICH CHOC W/ MARSHMALLOWS",75.0,400,2.8,15.0
COCOA MIX,"COCOA MIX,NO SUGAR ADDED,PDR",71.93,377,15.49,3.0
COCOA MIX,"COCOA MIX,NESTLE,RICH CHOC HOT COCOA MIX",75.0,400,3.0,15.0
COFFEE,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O,DECAFFEINATED",0.0,0,0.1,0.0
COFFEE,"COFFEE,BREWED,ESPRESSO,REST-PREP,DECAFFEINATED",0.0,0,0.1,0.18
COFFEE,"COFFEE,INST,REG,PDR,HALF THE CAFFEINE",70.6,350,14.42,0.5
COFFEE&COCOA (MOCHA) PDR,"COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED",71.4,257,9.0,13.21
COFFEE,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O",0.0,1,0.12,0.02
COFFEE,"COFFEE,BREWED,ESPRESSO,REST-PREP",0.0,2,0.12,0.18
COFFEE,"COFFEE,INST,REG,PDR",41.1,241,12.2,0.5
COFFEE,"COFFEE,INST,REG,PREP W/H2O",0.34,2,0.1,0.0
COFFEE,"COFFEE,INST,DECAFFEINATED,PDR",42.6,224,11.6,0.2
COFFEE,"COFFEE,INST,DECAFFEINATED,PDR,PREP W/H2O",0.43,2,0.12,0.0
COFFEE,"COFFEE,INST,W/CHICORY,PDR",74.2,351,9.3,0.2
COFFEE,"COFFEE,INST,W/ CHICORY,PREP W/ H2O",0.75,3,0.09,0.0
COFFEE,"COFFEE,INST,W/SUGAR,MOCHA-FLAVOR,PDR",74.04,460,5.29,15.87
COFFEE,"COFFEE,INST,W/SUGAR,CAPPUCCINO-FLAVOR PDR",85.94,406,3.1,5.56
COFFEE,"COFFEE,INST,W/SUGAR,FRENCH-FLAVOR,PDR",65.67,484,4.5,22.63
COFFEE SUB,"COFFEE SUB,CRL GRAIN BEV,PDR",78.42,360,6.01,2.52
COFFEE SUB,"COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O",1.3,6,0.1,0.04
CRANBERRY-APPLE JUC DRK,"CRANBERRY-APPLE JUC DRK,BTLD",15.85,63,0.0,0.11
CRANBERRY-APRICOT JUC DRK,"CRANBERRY-APRICOT JUC DRK,BTLD",16.2,64,0.2,0.0
CRANBERRY-GRAPE JUC DRK,"CRANBERRY-GRAPE JUC DRK,BTLD",14.0,56,0.2,0.1
CRANBERRY JUC COCKTAIL,"CRANBERRY JUC COCKTAIL,BTLD",13.52,54,0.0,0.1
CRANBERRY JUC COCKTAIL,"CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR",4.6,19,0.02,0.01
EGGNOG-FLAVOR MIX,"EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK",14.2,95,2.93,3.02
CITRUS FRUIT JUC DRK,"CITRUS FRUIT JUC DRK,FRZ CONC",40.2,162,1.2,0.1
CITRUS FRUIT JUC DRK,"CITRUS FRUIT JUC DRK,FRZ CONC,PREP W/H2O",11.42,46,0.34,0.03
FRUIT PUNCH DRK,"FRUIT PUNCH DRK,WO/ ADDED NUTR,CND",11.97,48,0.0,0.0
FRUIT PUNCH DRK,"FRUIT PUNCH DRK,W/ ADDED NUTR,CND",11.97,47,0.0,0.0
FRUIT PUNCH DRK,"FRUIT PUNCH DRK,FRZ CONC",41.4,162,0.2,0.0
FRUIT PUNCH DRK,"FRUIT PUNCH DRK,FRZ CONC,PREP W/H2O",11.66,46,0.06,0.0
GRAPE DRINK,"GRAPE DRINK,CANNED",15.75,61,0.0,0.0
GRAPE JUICE DRINK,"GRAPE JUICE DRINK,CANNED",14.55,57,0.0,0.0
LEMONADE,"LEMONADE,POWDER",94.44,389,0.0,0.0
LEMONADE,"LEMONADE,PDR,PREP W/H2O",9.72,37,0.0,0.0
LEMONADE,"LEMONADE,LO CAL,W/ASPRT,PDR",83.7,332,3.6,0.3
LEMONADE,"LEMONADE,LO CAL,W/ASPRT,PDR,PREP W/H2O",0.68,3,0.03,0.0
LEMONADE,"LEMONADE,FRZ CONC,WHITE",47.0,181,0.3,0.2
LEMONADE,"LEMONADE,FRZ CONC,WHITE,PREP W/H2O",10.42,40,0.07,0.04
LEMONADE-FLAVOR DRK,"LEMONADE-FLAVOR DRK,PDR",94.44,389,0.1,0.0
LEMONADE-FLAVOR DRK,"LEMONADE-FLAVOR DRK,PDR,PREP W/H2O",6.68,26,0.01,0.0
LIMEADE,"LIMEADE,FRZ CONC",62.32,247,0.0,0.0
LIMEADE,"LIMEADE,FRZ CONC,PREP W/H2O",13.79,52,0.0,0.0
No Category,MALT BEVERAGE,8.05,37,0.21,0.12
MALTED DRK MIX,"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR",83.59,372,9.41,1.33
MALTED DRK MIX,"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",10.67,86,3.67,3.21
MALTED DRK MIX,"MALTED DRK MIX,NAT,PDR",71.21,428,14.29,9.52
MALTED DRK MIX,"MALTED DRK MIX,NAT,PDR,PREP W/ WHL MILK",10.23,88,3.86,3.62
MALTED DRK MIX,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR",84.6,389,4.9,3.4
MALTED DRK MIX,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",10.92,84,3.36,3.26
MALTED DRK MIX,"MALTED DRK MIX,CHOC,PDR",86.94,411,5.1,4.76
MALTED DRK MIX,"MALTED DRK MIX,CHOC,PDR,PREP W/ WHL MILK",11.2,85,3.37,3.29
ORANGE DRK,"ORANGE DRK,CND,W/ ADDED VIT C",12.34,49,0.0,0.07
ORANGE&APRICOT JUC DRK,"ORANGE&APRICOT JUC DRK,CND",12.7,51,0.3,0.1
PINEAPPLE&GRAPEFRUIT JUC DRK,"PINEAPPLE&GRAPEFRUIT JUC DRK,CND",11.6,47,0.2,0.1
PINEAPPLE&ORANGE JUC DRK,"PINEAPPLE&ORANGE JUC DRK,CND",11.8,50,1.3,0.0
SHAKE,"SHAKE,FAST FOOD,CHOCOLATE",20.5,127,3.4,3.7
SHAKE,"SHAKE,FAST FOOD,VANILLA",19.59,148,3.37,6.52
STRAWBERRY-FLAVOR BEV MIX,"STRAWBERRY-FLAVOR BEV MIX,PDR",99.1,389,0.1,0.2
STRAWBERRY-FLAVOR BEV MIX,"STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",12.3,88,3.0,3.1
TEA,"TEA,BREWED,PREP W/TAP H2O,DECAFFEINATED",0.3,1,0.0,0.0
TEA,"TEA,INST,UNSWTND,PDR,DECAFFEINATED",58.66,315,20.21,0.0
TEA,"TEA,BREWED,PREP W/TAP H2O",0.3,1,0.0,0.0
TEA,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAV,PDR,DECAFFEINATED",85.4,338,3.3,0.6
TEA,"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED",98.55,385,0.12,0.73
TEA,"TEA,INST,UNSWTND,PDR",58.66,315,20.21,0.0
TEA,"TEA,INST,UNSWTND,PDR,PREP",0.17,1,0.06,0.0
TEA,"TEA,INST,UNSWTND,LEMON-FLAVORED,PDR",78.52,345,7.4,0.18
TEA,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR",98.55,401,0.12,0.73
TEA,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR,PREP",8.61,35,0.01,0.06
TEA,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PDR",85.4,338,3.3,0.6
TEA,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PREP",0.44,2,0.02,0.0
TEA,"TEA,HERB,OTHER THAN CHAMOMILE,BREWED",0.2,1,0.0,0.0
SPORTS DRK,"SPORTS DRK,FRUIT-FLAVORED,LO CAL,RTD",3.0,11,0.0,0.0
WATER,"WATER,BTLD,PERRIER",0.0,0,0.0,0.0
WATER,"WATER,BTLD,POLAND SPRING",0.0,0,0.0,0.0
COCOA MIX,"COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O",5.61,29,1.21,0.23
CARBONATED BEV,"CARBONATED BEV,COLA,CONTAINS CAFFEINE",9.56,37,0.07,0.02
FRUIT PUNCH JUC DRK,"FRUIT PUNCH JUC DRK,FRZ CONC",43.1,175,0.3,0.7
FRUIT PUNCH JUC DRK,"FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/H2O",10.44,42,0.07,0.17
ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR",98.94,386,0.0,0.0
ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR,PREP W/ H2O",12.65,49,0.0,0.0
ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,LO CAL,PDR",85.9,217,3.6,0.0
WATER,"WATER,TAP,DRINKING",0.0,0,0.0,0.0
WATER,"WATER,TAP,WELL",0.0,0,0.0,0.0
ALCOHOLIC BEV,"ALCOHOLIC BEV,LIQUEUR,COFFEE,53 PROOF",46.8,326,0.1,0.3
ALCOHOLIC BEV,"ALCOHOLIC BEV,LIQUEUR,COFFEE W/CRM,34 PROOF",20.9,327,2.8,15.7
CARB BEV,"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF",0.29,2,0.11,0.03
COFFEE SUB,"COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK",5.6,65,3.3,3.3
DAIRY DRK MIX,"DAIRY DRK MIX,CHOC,RED CAL,W/ASPRT,PDR",51.4,329,25.0,2.6
DAIRY DRK MIX,"DAIRY DRK MIX,CHOC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE",4.51,29,2.19,0.23
ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC",42.9,172,0.1,0.5
ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC,PREP W/H2O",12.21,49,0.03,0.14
ORANGE DRK,"ORANGE DRK,BRKFST TYPE,W/ JUC & PULP,FRZ CONC",39.0,153,0.4,0.0
ORANGE DRK,"ORANGE DRK,BRKFST TYPE,W/JUC&PULP,FRZ CONC,PREP W/H2O",11.32,45,0.12,0.0
SHAKE,"SHAKE,FAST FD,STRAWBERRY",18.9,113,3.4,2.8
WATER,"WATER,TAP,MUNICIPAL",0.0,0,0.0,0.0
CRANBERRY JUC COCKTAIL,"CRANBERRY JUC COCKTAIL,FRZ CONC",51.45,201,0.05,0.0
CRANBERRY JUC COCKTAIL,"CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O",11.81,47,0.01,0.0
WATER,"WATER,BTLD,NON-CARBONATED,DANNON",0.0,0,0.0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,PEPSI,AQUAFINA",0.0,0,0.0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,DASANI",0.0,0,0.0,0.0
ORANGE BRKFST DRK,"ORANGE BRKFST DRK,RTD",10.8,43,0.0,0.0
ORANGE BRKFST DRK,"ORANGE BRKFST DRK,RTD,W/ ADDED NUTR",13.2,53,0.0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,CALISTOGA",0.0,0,0.0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,CRYSTAL GEYSER",0.0,0,0.0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,NAYA",0.0,0,0.0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,DANNON FLUORIDE TO GO",0.03,0,0.0,0.0
DRINK MIX,"DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR",94.11,388,0.0,1.23
SPORTS DRK,"SPORTS DRK,PEPSICO,GATORADE,FRUIT-FLAVORED,RTD",6.43,26,0.0,0.0
SPORTS DRK,"SPORTS DRK,COCA-COLA,POWERADE,LEMON-LIME FLAV,RTD",7.84,32,0.0,0.05
QUAKER OATS,"QUAKER OATS,PROPEL FITNESS H2O,FRUIT-FLAVORED,NON-CARBONATED",1.22,5,0.0,0.0
TEA,"TEA,RTD,ARIZONA ICED TEA,W/ LEMON FLAVOR",9.77,39,0.0,0.0
TEA,"TEA,RTD,LIPTON BRISK ICED TEA,W/ LEMON FLAVOR",8.81,35,0.0,0.0
WHISKEY SOUR MIX,"WHISKEY SOUR MIX,BTLD,W/ K&NA",21.4,84,0.1,0.1
ALCOHOLIC BEV,"ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14530",13.1,149,0.0,0.0
ALCOHOLIC BEV,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 94 PROOF",0.0,275,0.0,0.0
ALCOHOLIC BEV,"ALCOHOLIC BEV,DISTILLED,ALL 100 PROOF",0.0,295,0.0,0.0
ALCOHOLIC BEV,"ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF",32.2,308,0.1,0.3
ALCOHOLIC BEV,"ALCOHOLIC BEV,WINE,DSSRT,DRY",11.67,152,0.2,0.0
CARBONATED BEV,"CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF",0.1,0,0.0,0.0
COCOA MIX,"COCOA MIX,W/ ASPT,LO CAL,PDR,W/ ADD CA P,WO/ ADD NA OR VIT A",58.0,359,25.1,3.0
FRUIT PUNCH-FLAVOR DRK,"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA",97.7,382,0.0,0.1
FRUIT PUNCH-FLAVOR DRK,"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA,PREP W/H2O",9.47,37,0.0,0.01
LEMONADE,"LEMONADE,FRZ CONC,PINK",47.1,181,0.3,0.2
LEMONADE,"LEMONADE,FRZ CONC,PINK,PREP W/H2O",10.42,40,0.07,0.04
TEA,"TEA,BREWED,PREP W/DISTILLED H2O",0.3,1,0.0,0.0
TEA,"TEA,HERB,CHAMOMILE,BREWED",0.2,1,0.0,0.0
TEA,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR",97.6,385,0.6,0.3
ALCOHOLIC BEV,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 86 PROOF",0.1,250,0.0,0.0
ALCOHOLIC BEV,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 90 PROOF",0.0,263,0.0,0.0
CARBONATED BEV,"CARBONATED BEV,CHOCOLATE-FLAVORED SODA",10.7,42,0.0,0.0
WINE,"WINE,NON-ALCOHOLIC",1.1,6,0.5,0.0
WATER,"WATER,BTLD,GENERIC",0.0,0,0.0,0.0
CHOCOLATE-FLAVOR BEV MIX FOR MILK,"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,W/ ADDED NUTR",90.28,400,4.55,2.27
CHOC-FLV BEV MIX FOR MILK,"CHOC-FLV BEV MIX FOR MILK,PDR,W/ ADD NUTR,PREP W/ WHL MILK",11.61,88,3.33,3.17
WATER,"WATER,BTLD,NON-CARBONATED,EVIAN",0.0,0,0.0,0.0
TEA,"TEA,RTD,UNSWTND,WENDY'S,FAST FD,WO/ ICE",0.0,1,0.22,0.0
ALCOHOLIC BEV,"ALCOHOLIC BEV,WINE,TABLE,RED,MERLOT",2.51,83,0.07,0.0
WATER,"WATER,NON-CARBONATED,FRUIT FLAVORS,SWTND W/ LO CAL SWTNR",0.15,1,0.0,0.0
WATER W/ ADDED VITAMINS & MINERALS,"WATER W/ ADDED VITAMINS & MINERALS,SWTND, FRUIT FLAVORS",5.49,22,0.0,0.0
BREAKFAST TYPE DRK,"BREAKFAST TYPE DRK,ORANGE FLAVOR,RED SUGAR",0.9,4,0.04,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET BERRY BLEND",1.23,4,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET FRUIT MEDLEY",1.26,4,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH,DIET STRAWBERRY KIWI",1.26,4,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH,DIET TROPICAL BLEND",1.26,4,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,BERRY BLEND",7.41,29,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,FRUIT MEDLEY",7.82,33,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC,GUAVA PASSION FRUIT",7.82,33,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,MANGO PEACH",8.23,33,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORANGE PNAPPL",7.41,29,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORCHARD BLEND",7.82,33,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY BANANA",7.41,29,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY KIWI",7.41,29,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,TROPICAL BLEND",7.41,29,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,PEACH MANGO",11.38,49,0.41,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,STRAWBERRY BANANA",11.79,49,0.41,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,TROPICAL",11.38,49,0.41,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,ACAI BERRY",10.98,45,0.0,0.0
COFFEE SUB,"COFFEE SUB,RSTD GRAIN BEV,NAT TOUCH KAFFREE ROMA,PDR",84.3,358,4.5,0.3
ANCHOVY,"ANCHOVY,EUROPEAN,RAW",0.0,131,20.35,4.84
ANCHOVY,"ANCHOVY,EUROPEAN,CND IN OIL,DRND SOL",0.0,210,28.89,9.71
BASS,"BASS,FRSH H2O,MXD SP,RAW",0.0,114,18.86,3.69
BASS,"BASS,STRIPED,RAW",0.0,97,17.73,2.33
BLUEFISH,"BLUEFISH,RAW",0.0,124,20.04,4.24
BURBOT,"BURBOT,RAW",0.0,90,19.31,0.81
BUTTERFISH,"BUTTERFISH,RAW",0.0,146,17.28,8.02
CARP,"CARP,RAW",0.0,127,17.83,5.6
CARP,"CARP,COOKED,DRY HEAT",0.0,162,22.86,7.17
CATFISH,"CATFISH,CHANNEL,WILD,RAW",0.0,95,16.38,2.82
CATFISH,"CATFISH,CHANNEL,CKD,BREADED&FRIED",8.04,229,18.09,13.33
CAVIAR,"CAVIAR,BLACK&RED,GRANULAR",4.0,252,24.6,17.9
CISCO,"CISCO,RAW",0.0,98,18.99,1.91
CISCO,"CISCO,SMOKED",0.0,177,16.36,11.9
COD,"COD,ATLANTIC,RAW",0.0,82,17.81,0.67
COD,"COD,ATLANTIC,CKD,DRY HEAT",0.0,105,22.83,0.86
COD,"COD,ATLANTIC,CND,SOL&LIQ",0.0,105,22.76,0.86
COD,"COD,ATLANTIC,DRIED&SALTED",0.0,290,62.82,2.37
COD,"COD,PACIFIC,RAW",0.0,82,17.9,0.63
CROAKER,"CROAKER,ATLANTIC,RAW",0.0,104,17.78,3.17
CROAKER,"CROAKER,ATLANTIC,CKD,BREADED&FRIED",7.54,221,18.2,12.67
CUSK,"CUSK,RAW",0.0,87,18.99,0.69
DOLPHINFISH,"DOLPHINFISH,RAW",0.0,85,18.5,0.7
DRUM,"DRUM,FRESHWATER,RAW",0.0,119,17.54,4.93
EEL,"EEL,MIXED SPECIES,RAW",0.0,184,18.44,11.66
EEL,"EEL,MXD SP,CKD,DRY HEAT",0.0,236,23.65,14.95
FISH PORTIONS&STKS,"FISH PORTIONS&STKS,FRZ,PREHTD",21.18,249,11.04,13.25
FLATFISH (FLOUNDER&SOLE SP),"FLATFISH (FLOUNDER&SOLE SP),RAW",0.0,91,18.84,1.19
FLATFISH (FLOUNDER&SOLE SP),"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT",0.0,117,24.16,1.53
GEFILTEFISH,"GEFILTEFISH,COMM,SWT RECIPE",7.41,84,9.07,1.73
GROUPER,"GROUPER,MIXED SPECIES,RAW",0.0,92,19.38,1.02
GROUPER,"GROUPER,MXD SP,CKD,DRY HEAT",0.0,118,24.84,1.3
HADDOCK,"HADDOCK,RAW",0.0,87,18.91,0.72
HADDOCK,"HADDOCK,COOKED,DRY HEAT",0.0,112,24.24,0.93
HADDOCK,"HADDOCK,SMOKED",0.0,116,25.23,0.96
HALIBUT,"HALIBUT,ATLANTIC&PACIFIC,RAW",0.0,110,20.81,2.29
HALIBUT,"HALIBUT,ATLANTIC&PACIFIC,CKD,DRY HEAT",0.0,140,26.69,2.94
HALIBUT,"HALIBUT,GREENLAND,RAW",0.0,186,14.37,13.84
HERRING,"HERRING,ATLANTIC,RAW",0.0,158,17.96,9.04
HERRING,"HERRING,ATLANTIC,CKD,DRY HEAT",0.0,203,23.03,11.59
HERRING,"HERRING,ATLANTIC,PICKLED",9.64,262,14.19,18.0
HERRING,"HERRING,ATLANTIC,KIPPERED",0.0,217,24.58,12.37
HERRING,"HERRING,PACIFIC,RAW",0.0,195,16.39,13.88
LING,"LING,RAW",0.0,87,18.99,0.64
LINGCOD,"LINGCOD,RAW",0.0,85,17.66,1.06
MACKEREL,"MACKEREL,ATLANTIC,RAW",0.0,205,18.6,13.89
MACKEREL,"MACKEREL,ATLANTIC,CKD,DRY HEAT",0.0,262,23.85,17.81
MACKEREL,"MACKEREL,JACK,CND,DRND SOL",0.0,156,23.19,6.3
MACKEREL,"MACKEREL,KING,RAW",0.0,105,20.28,2.0
MACKEREL,"MACKEREL,PACIFIC&JACK,MXD SP,RAW",0.0,158,20.07,7.89
MACKEREL,"MACKEREL,SPANISH,RAW",0.0,139,19.29,6.3
MACKEREL,"MACKEREL,SPANISH,CKD,DRY HEAT",0.0,158,23.59,6.32
MILKFISH,"MILKFISH,RAW",0.0,148,20.53,6.73
MONKFISH,"MONKFISH,RAW",0.0,76,14.48,1.52
MULLET,"MULLET,STRIPED,RAW",0.0,117,19.35,3.79
MULLET,"MULLET,STRIPED,CKD,DRY HEAT",0.0,150,24.81,4.86
OCEAN PERCH,"OCEAN PERCH,ATLANTIC,RAW",0.0,94,18.62,1.63
OCEAN PERCH,"OCEAN PERCH,ATLANTIC,CKD,DRY HEAT",0.0,121,23.88,2.09
POUT,"POUT,OCEAN,RAW",0.0,79,16.64,0.91
PERCH,"PERCH,MIXED SPECIES,RAW",0.0,91,19.39,0.92
PERCH,"PERCH,MXD SP,CKD,DRY HEAT",0.0,117,24.86,1.18
PIKE,"PIKE,NORTHERN,RAW",0.0,88,19.26,0.69
PIKE,"PIKE,NORTHERN,CKD,DRY HEAT",0.0,113,24.69,0.88
PIKE,"PIKE,WALLEYE,RAW",0.0,93,19.14,1.22
POLLOCK,"POLLOCK,ATLANTIC,RAW",0.0,92,19.44,0.98
POLLOCK,"POLLOCK,WALLEYE,RAW",0.0,81,17.18,0.8
POLLOCK,"POLLOCK,WALLEYE,CKD,DRY HEAT",0.0,113,23.51,1.12
POMPANO,"POMPANO,FLORIDA,RAW",0.0,164,18.48,9.47
POMPANO,"POMPANO,FLORIDA,CKD,DRY HEAT",0.0,211,23.69,12.14
ROCKFISH,"ROCKFISH,PACIFIC,MXD SP,RAW",0.0,94,18.75,1.57
ROCKFISH,"ROCKFISH,PACIFIC,MXD SP,CKD,DRY HEAT",0.0,121,24.04,2.01
ROE,"ROE,MIXED SPECIES,RAW",1.5,143,22.32,6.42
ROUGHY,"ROUGHY,ORANGE,RAW",0.0,76,16.41,0.7
SABLEFISH,"SABLEFISH,RAW",0.0,195,13.41,15.3
SABLEFISH,"SABLEFISH,SMOKED",0.0,257,17.65,20.14
SALMON,"SALMON,ATLANTIC,WILD,RAW",0.0,142,19.84,6.34
SALMON,"SALMON,CHINOOK,SMOKED",0.0,117,18.28,4.32
SALMON,"SALMON,CHINOOK,RAW",0.0,179,19.93,10.43
SALMON,"SALMON,CHUM,RAW",0.0,120,20.14,3.77
SALMON,"SALMON,CHUM,DRND SOL W/BONE",0.0,141,21.43,5.5
SALMON,"SALMON,COHO,WILD,RAW",0.0,146,21.62,5.93
SALMON,"SALMON,COHO,WILD,CKD,MOIST HEAT",0.0,184,27.36,7.5
SALMON,"SALMON,PINK,RAW",0.0,116,19.94,3.45
SALMON,"SALMON,PINK,CND,SOL W/BONE&LIQ",0.0,139,19.78,6.05
SALMON,"SALMON,SOCKEYE,RAW",0.0,168,21.3,8.56
SALMON,"SALMON,SOCKEYE,CKD,DRY HEAT",0.0,216,27.31,10.97
SALMON,"SALMON,SOCKEYE,CND,DRND SOL W/BONE",0.0,166,23.33,7.31
SARDINE,"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE",0.0,208,24.62,11.45
SARDINE,"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",0.74,186,20.86,10.46
SCUP,"SCUP,RAW",0.0,105,18.88,2.73
SEA BASS,"SEA BASS,MXD SP,RAW",0.0,97,18.43,2.0
SEA BASS,"SEA BASS,MXD SP,CKD,DRY HEAT",0.0,124,23.63,2.56
SEATROUT,"SEATROUT,MXD SP,RAW",0.0,104,16.74,3.61
SHAD,"SHAD,AMERICAN,RAW",0.0,197,16.93,13.77
SHARK,"SHARK,MIXED SPECIES,RAW",0.0,130,20.98,4.51
SHARK,"SHARK,MXD SP,CKD,BATTER-DIPPED&FRIED",6.39,228,18.62,13.82
SHEEPSHEAD,"SHEEPSHEAD,RAW",0.0,108,20.21,2.41
SHEEPSHEAD,"SHEEPSHEAD,CKD,DRY HEAT",0.0,126,26.02,1.63
SMELT,"SMELT,RAINBOW,RAW",0.0,97,17.63,2.42
SMELT,"SMELT,RAINBOW,CKD,DRY HEAT",0.0,124,22.6,3.1
SNAPPER,"SNAPPER,MIXED SPECIES,RAW",0.0,100,20.51,1.34
SNAPPER,"SNAPPER,MXD SP,CKD,DRY HEAT",0.0,128,26.3,1.72
SPOT,"SPOT,RAW",0.0,123,18.51,4.9
STURGEON,"STURGEON,MXD SP,RAW",0.0,105,16.14,4.04
STURGEON,"STURGEON,MXD SP,CKD,DRY HEAT",0.0,135,20.7,5.18
STURGEON,"STURGEON,MXD SP,SMOKED",0.0,173,31.2,4.4
SUCKER,"SUCKER,WHITE,RAW",0.0,92,16.76,2.32
SUNFISH,"SUNFISH,PUMPKIN SEED,RAW",0.0,89,19.4,0.7
No Category,SURIMI,6.85,99,15.18,0.9
SWORDFISH,"SWORDFISH,RAW",0.0,121,19.8,4.01
